Time_recorded,METAR,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,other_phenomenon
2026-05-02 14:53:00,METAR KMLB 021453Z 24010KT 10SM FEW024 28/21 A2987 RMK AO2 SLP115 T02830211 53007,0,10.0,0,16090.0,0,0,0,
2026-05-02 14:36:00,SPECI KMLB 021436Z 22011G22KT 10SM SCT022 BKN049 28/21 A2987 RMK AO2 T02830211,0,11.0,1,16090.0,0,0,0,
2026-05-02 13:53:00,METAR KMLB 021353Z 22010KT 10SM BKN021 27/19 A2986 RMK AO2 SLP111 T02720194,0,10.0,0,16090.0,0,0,0,
2026-05-02 13:50:00,SPECI KMLB 021350Z 22010KT 10SM BKN021 27/19 A2986 RMK AO2,0,10.0,0,16090.0,0,0,0,
2026-05-02 12:53:00,METAR KMLB 021253Z 21009KT 10SM CLR 24/19 A2985 RMK AO2 SLP107 T02440194,0,9.0,0,16090.0,0,0,0,
2026-05-02 11:53:00,METAR KMLB 021153Z 21007KT 10SM CLR 22/20 A2985 RMK AO2 SLP109 T02170200 10233 20200 53002,0,7.0,0,16090.0,0,0,0,
2026-05-02 10:53:00,METAR KMLB 021053Z 20006KT 10SM FEW060 21/19 A2984 RMK AO2 SLP104 T02060194,0,6.0,0,16090.0,0,0,0,
2026-05-02 09:53:00,METAR KMLB 020953Z 00000KT 10SM CLR 21/19 A2984 RMK AO2 SLP103 T02060189,0,0.0,0,16090.0,0,0,0,
2026-05-02 08:53:00,METAR KMLB 020853Z AUTO 22007KT 10SM CLR 22/19 A2985 RMK AO2 SLP106 T02170189 55001,0,7.0,0,16090.0,0,0,0,
2026-05-02 07:53:00,METAR KMLB 020753Z AUTO 24006KT 10SM CLR 22/18 A2984 RMK AO2 SLP104 T02220183,0,6.0,0,16090.0,0,0,0,
2026-05-02 06:53:00,METAR KMLB 020653Z AUTO 24007KT 10SM CLR 23/18 A2984 RMK AO2 SLP103 T02330178,0,7.0,0,16090.0,0,0,0,
2026-05-02 05:53:00,METAR KMLB 020553Z AUTO 23008KT 10SM CLR 23/18 A2985 RMK AO2 SLP107 T02330178 10267 20233 56001,0,8.0,0,16090.0,0,0,0,
2026-05-02 04:53:00,METAR KMLB 020453Z AUTO 22009KT 10SM CLR 24/18 A2985 RMK AO2 SLP107 T02440178 403060211,0,9.0,0,16090.0,0,0,0,
2026-05-02 03:53:00,METAR KMLB 020353Z AUTO 21007KT 10SM CLR 25/19 A2985 RMK AO2 SLP107 T02500194,0,7.0,0,16090.0,0,0,0,
2026-05-02 02:53:00,METAR KMLB 020253Z 18009KT 10SM CLR 26/21 A2985 RMK AO2 SLP108 T02560206 51015,0,9.0,0,16090.0,0,0,0,
2026-05-02 01:53:00,METAR KMLB 020153Z 16008KT 10SM FEW075 26/22 A2985 RMK AO2 SLP106 T02610222,0,8.0,0,16090.0,0,0,0,
2026-05-02 00:53:00,METAR KMLB 020053Z 13005KT 10SM CLR 27/22 A2983 RMK AO2 SLP101 T02670222,0,5.0,0,16090.0,0,0,0,
2026-05-01 23:53:00,METAR KMLB 012353Z 14009KT 10SM CLR 27/22 A2981 RMK AO2 SLP093 T02670222 10306 20267 53002,0,9.0,0,16090.0,0,0,0,
