DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN1552,CXR,HAN,1h31m,05:30,05:39,07:30,Landed 14:10,green,2026-05-02 07:10,91.0,2026-05-02 05:30:00,2026-05-02 05:39:00,2026-05-02 07:30:00,2026-05-02 07:10:00,5,9.0,2026-05-02 04:55:00,2026-05-02 04:47:00,18.0,35.0,43.0,52.0,1,0,51,4,24.0
02/05,VN1553,HAN,CXR,1h34m,02:55,03:13,04:55,Landed 11:47,green,2026-05-02 04:47,94.0,2026-05-02 02:55:00,2026-05-02 03:13:00,2026-05-02 04:55:00,2026-05-02 04:47:00,2,18.0,2026-05-02 01:25:00,2026-05-02 01:11:00,6.0,90.0,104.0,122.0,1,0,51,3,6.0
02/05,VN7150,DAD,HAN,1h5m,00:00,00:06,01:25,Landed 08:11,green,2026-05-02 01:11,65.0,2026-05-02 00:00:00,2026-05-02 00:06:00,2026-05-02 01:25:00,2026-05-02 01:11:00,0,6.0,2026-05-01 23:25:00,2026-05-01 22:59:00,0.0,35.0,61.0,67.0,1,0,51,2,0.0
01/05,VN7151,HAN,DAD,1h4m,22:00,21:55,23:25,Landed 05:59,green,2026-05-01 22:59,64.0,2026-05-01 22:00:00,2026-05-01 21:55:00,2026-05-01 23:25:00,2026-05-01 22:59:00,22,0.0,2026-05-01 12:45:00,2026-05-01 12:25:00,0.0,555.0,575.0,570.0,1,1,51,1,0.0
01/05,VN1718,VII,HAN,0h40m,11:50,11:45,12:45,Landed 19:25,green,2026-05-01 12:25,40.0,2026-05-01 11:50:00,2026-05-01 11:45:00,2026-05-01 12:45:00,2026-05-01 12:25:00,11,0.0,2026-05-01 11:15:00,2026-05-01 10:52:00,0.0,35.0,58.0,53.0,1,0,50,8,33.0
01/05,VN1717,HAN,VII,0h32m,10:20,10:20,11:15,Landed 17:52,green,2026-05-01 10:52,32.0,2026-05-01 10:20:00,2026-05-01 10:20:00,2026-05-01 11:15:00,2026-05-01 10:52:00,10,0.0,2026-05-01 09:35:00,2026-05-01 09:09:00,0.0,45.0,71.0,71.0,1,0,50,7,33.0
01/05,VN1805,DIN,HAN,0h43m,08:35,08:26,09:35,Landed 16:09,green,2026-05-01 09:09,43.0,2026-05-01 08:35:00,2026-05-01 08:26:00,2026-05-01 09:35:00,2026-05-01 09:09:00,8,0.0,2026-05-01 08:00:00,2026-05-01 07:49:00,2.0,35.0,46.0,37.0,1,0,50,6,33.0
01/05,VN1804,HAN,DIN,0h47m,07:00,07:02,08:00,Landed 14:49,green,2026-05-01 07:49,47.0,2026-05-01 07:00:00,2026-05-01 07:02:00,2026-05-01 08:00:00,2026-05-01 07:49:00,7,2.0,2026-05-01 06:00:00,2026-05-01 05:52:00,13.0,60.0,68.0,70.0,1,0,50,5,31.0
01/05,VN166,DAD,HAN,1h4m,04:35,04:48,06:00,Landed 12:52,green,2026-05-01 05:52,64.0,2026-05-01 04:35:00,2026-05-01 04:48:00,2026-05-01 06:00:00,2026-05-01 05:52:00,4,13.0,2026-05-01 04:00:00,2026-05-01 03:52:00,14.0,35.0,43.0,56.0,1,0,50,4,18.0
01/05,VN165,HAN,DAD,1h3m,02:35,02:49,04:00,Landed 10:52,green,2026-05-01 03:52,63.0,2026-05-01 02:35:00,2026-05-01 02:49:00,2026-05-01 04:00:00,2026-05-01 03:52:00,2,14.0,2026-05-01 01:55:00,2026-05-01 01:34:00,0.0,40.0,61.0,75.0,1,0,50,3,4.0
