DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ1804,HYD,SGN,,18:05,,22:35,Estimated dep 23:35,green,2026-05-02 16:35,,2026-05-02 18:05:00,,2026-05-02 22:35:00,2026-05-02 16:35:00,18,,2026-05-02 17:05:00,2026-05-02 17:36:00,35.0,60.0,29.0,,1,0,40,2,35.0
02/05,VJ1803,SGN,HYD,4h16m,12:45,13:20,17:05,Delayed 23:06,yellow,2026-05-02 17:36,256.0,2026-05-02 12:45:00,2026-05-02 13:20:00,2026-05-02 17:05:00,2026-05-02 17:36:00,12,35.0,2026-05-02 07:55:00,2026-05-02 07:49:00,11.0,290.0,296.0,331.0,1,1,40,1,0.0
02/05,VJ863,ICN,SGN,4h58m,02:40,02:51,07:55,Landed 14:49,green,2026-05-02 07:49,298.0,2026-05-02 02:40:00,2026-05-02 02:51:00,2026-05-02 07:55:00,2026-05-02 07:49:00,2,11.0,2026-05-02 00:40:00,2026-05-02 00:42:00,5.0,120.0,118.0,129.0,1,0,39,5,42.0
01/05,VJ862,SGN,ICN,5h2m,19:35,19:40,00:40,Landed 09:42,green,2026-05-02 00:42,302.0,2026-05-01 19:35:00,2026-05-01 19:40:00,2026-05-02 00:40:00,2026-05-02 00:42:00,19,5.0,2026-05-01 16:05:00,2026-05-01 15:53:00,13.0,210.0,222.0,227.0,1,0,39,4,37.0
01/05,VJ161,HAN,SGN,1h45m,13:55,14:08,16:05,Landed 22:53,green,2026-05-01 15:53,105.0,2026-05-01 13:55:00,2026-05-01 14:08:00,2026-05-01 16:05:00,2026-05-01 15:53:00,13,13.0,2026-05-01 11:30:00,2026-05-01 11:30:00,16.0,145.0,145.0,158.0,1,0,39,3,24.0
01/05,VJ931,KIX,HAN,4h44m,06:30,06:46,11:30,Landed 18:30,green,2026-05-01 11:30,284.0,2026-05-01 06:30:00,2026-05-01 06:46:00,2026-05-01 11:30:00,2026-05-01 11:30:00,6,16.0,2026-05-01 05:30:00,2026-05-01 05:14:00,8.0,60.0,76.0,92.0,1,0,39,2,8.0
01/05,VJ930,HAN,KIX,4h11m,00:55,01:03,05:30,Landed 14:14,green,2026-05-01 05:14,251.0,2026-05-01 00:55:00,2026-05-01 01:03:00,2026-05-01 05:30:00,2026-05-01 05:14:00,0,8.0,2026-04-30 13:35:00,2026-04-30 13:38:00,14.0,680.0,677.0,685.0,1,1,39,1,0.0
30/04,VJ947,KHH,HAN,2h34m,10:50,11:04,13:35,Landed 20:38,green,2026-04-30 13:38,154.0,2026-04-30 10:50:00,2026-04-30 11:04:00,2026-04-30 13:35:00,2026-04-30 13:38:00,10,14.0,2026-04-30 09:50:00,2026-04-30 10:12:00,33.0,60.0,38.0,52.0,1,0,38,4,52.0
30/04,VJ946,HAN,KHH,2h4m,07:35,08:08,09:50,Landed 18:12,yellow,2026-04-30 10:12,124.0,2026-04-30 07:35:00,2026-04-30 08:08:00,2026-04-30 09:50:00,2026-04-30 10:12:00,7,33.0,2026-04-30 06:35:00,2026-04-30 06:48:00,19.0,60.0,47.0,80.0,1,0,38,3,19.0
30/04,VJ961,ICN,HAN,4h24m,02:05,02:24,06:35,Landed 13:48,green,2026-04-30 06:48,264.0,2026-04-30 02:05:00,2026-04-30 02:24:00,2026-04-30 06:35:00,2026-04-30 06:48:00,2,19.0,2026-04-29 22:55:00,2026-04-29 22:28:00,0.0,190.0,217.0,236.0,1,0,38,2,0.0
29/04,VJ960,HAN,ICN,3h50m,18:40,18:38,22:55,Landed 07:28,green,2026-04-29 22:28,230.0,2026-04-29 18:40:00,2026-04-29 18:38:00,2026-04-29 22:55:00,2026-04-29 22:28:00,18,0.0,2026-04-29 12:50:00,2026-04-29 13:03:00,13.0,350.0,337.0,335.0,1,1,38,1,0.0
29/04,VJ949,RMQ,HAN,2h50m,10:00,10:13,12:50,Landed 20:03,green,2026-04-29 13:03,170.0,2026-04-29 10:00:00,2026-04-29 10:13:00,2026-04-29 12:50:00,2026-04-29 13:03:00,10,13.0,2026-04-29 09:00:00,2026-04-29 08:59:00,19.0,60.0,61.0,74.0,1,0,37,4,32.0
29/04,VJ948,HAN,RMQ,2h10m,06:30,06:49,09:00,Landed 16:59,green,2026-04-29 08:59,130.0,2026-04-29 06:30:00,2026-04-29 06:49:00,2026-04-29 09:00:00,2026-04-29 08:59:00,6,19.0,2026-04-29 05:20:00,2026-04-29 05:35:00,9.0,70.0,55.0,74.0,1,0,37,3,13.0
29/04,VJ939,KIX,HAN,5h6m,00:20,00:29,05:20,Landed 12:35,green,2026-04-29 05:35,306.0,2026-04-29 00:20:00,2026-04-29 00:29:00,2026-04-29 05:20:00,2026-04-29 05:35:00,0,9.0,2026-04-28 22:50:00,2026-04-28 22:29:00,4.0,90.0,111.0,120.0,1,0,37,2,4.0
28/04,VJ938,HAN,KIX,4h5m,18:20,18:24,22:50,Landed 07:29,green,2026-04-28 22:29,245.0,2026-04-28 18:20:00,2026-04-28 18:24:00,2026-04-28 22:50:00,2026-04-28 22:29:00,18,4.0,2026-04-28 12:53:00,2026-04-28 12:53:00,0.0,327.0,327.0,331.0,1,1,37,1,0.0
28/04,VJ7639,TXN,HAN,3h1m,09:52,09:52,12:53,Landed 19:53,red,2026-04-28 12:53,181.0,2026-04-28 09:52:00,2026-04-28 09:52:00,2026-04-28 12:53:00,2026-04-28 12:53:00,9,0.0,2026-04-28 08:23:00,2026-04-28 16:23:00,0.0,89.0,-391.0,-391.0,1,0,36,2,0.0
28/04,VJ7638,HAN,TXN,10h30m,05:53,05:53,08:23,Landed 16:23,red,2026-04-28 16:23,630.0,2026-04-28 05:53:00,2026-04-28 05:53:00,2026-04-28 08:23:00,2026-04-28 16:23:00,5,0.0,2026-04-28 00:10:00,2026-04-27 23:58:00,41.0,343.0,355.0,355.0,1,1,36,1,0.0
27/04,VJ910,BOM,HAN,4h7m,19:10,19:51,00:10,Landed 06:58,green,2026-04-27 23:58,247.0,2026-04-27 19:10:00,2026-04-27 19:51:00,2026-04-28 00:10:00,2026-04-27 23:58:00,19,41.0,2026-04-27 18:10:00,2026-04-27 18:30:00,13.0,60.0,40.0,81.0,1,0,35,9,186.0
27/04,VJ907,HAN,BOM,5h12m,13:05,13:18,18:10,Landed 00:00,yellow,2026-04-27 18:30,312.0,2026-04-27 13:05:00,2026-04-27 13:18:00,2026-04-27 18:10:00,2026-04-27 18:30:00,13,13.0,2026-04-27 11:05:00,2026-04-27 11:00:00,18.0,120.0,125.0,138.0,1,0,35,8,173.0
27/04,VJ144,SGN,HAN,1h47m,08:55,09:13,11:05,Landed 18:00,green,2026-04-27 11:00,107.0,2026-04-27 08:55:00,2026-04-27 09:13:00,2026-04-27 11:05:00,2026-04-27 11:00:00,8,18.0,2026-04-27 06:00:00,2026-04-27 06:07:00,22.0,175.0,168.0,186.0,1,0,35,7,155.0
27/04,VJ829,KIX,SGN,5h15m,00:30,00:52,06:00,Landed 13:07,green,2026-04-27 06:07,315.0,2026-04-27 00:30:00,2026-04-27 00:52:00,2026-04-27 06:00:00,2026-04-27 06:07:00,0,22.0,2026-04-26 23:30:00,2026-04-26 23:18:00,25.0,60.0,72.0,94.0,1,0,35,6,133.0
26/04,VJ828,SGN,KIX,4h53m,18:00,18:25,23:30,Landed 08:18,green,2026-04-26 23:18,293.0,2026-04-26 18:00:00,2026-04-26 18:25:00,2026-04-26 23:30:00,2026-04-26 23:18:00,18,25.0,2026-04-26 14:30:00,2026-04-26 14:34:00,32.0,210.0,206.0,231.0,1,0,35,5,108.0
26/04,VJ877,HKG,SGN,2h12m,11:50,12:22,14:30,Landed 21:34,green,2026-04-26 14:34,132.0,2026-04-26 11:50:00,2026-04-26 12:22:00,2026-04-26 14:30:00,2026-04-26 14:34:00,11,32.0,2026-04-26 10:50:00,2026-04-26 10:52:00,24.0,60.0,58.0,90.0,1,0,35,4,76.0
26/04,VJ876,SGN,HKG,2h18m,08:10,08:34,10:50,Landed 18:52,green,2026-04-26 10:52,138.0,2026-04-26 08:10:00,2026-04-26 08:34:00,2026-04-26 10:50:00,2026-04-26 10:52:00,8,24.0,2026-04-26 06:00:00,2026-04-26 06:35:00,25.0,130.0,95.0,119.0,1,0,35,3,52.0
26/04,VJ829,KIX,SGN,5h40m,00:30,00:55,06:00,Landed 13:35,yellow,2026-04-26 06:35,340.0,2026-04-26 00:30:00,2026-04-26 00:55:00,2026-04-26 06:00:00,2026-04-26 06:35:00,0,25.0,2026-04-25 23:30:00,2026-04-25 23:10:00,27.0,60.0,80.0,105.0,1,0,35,2,27.0
25/04,VJ828,SGN,KIX,4h43m,18:00,18:27,23:30,Landed 08:10,green,2026-04-25 23:10,283.0,2026-04-25 18:00:00,2026-04-25 18:27:00,2026-04-25 23:30:00,2026-04-25 23:10:00,18,27.0,2026-04-25 13:25:00,2026-04-25 14:13:00,62.0,275.0,227.0,254.0,1,1,35,1,0.0
25/04,VJ322,PQC,SGN,0h46m,12:25,13:27,13:25,Landed 21:13,red,2026-04-25 14:13,46.0,2026-04-25 12:25:00,2026-04-25 13:27:00,2026-04-25 13:25:00,2026-04-25 14:13:00,12,62.0,2026-04-25 11:25:00,2026-04-25 12:22:00,68.0,60.0,3.0,65.0,1,0,34,8,262.0
25/04,VJ985,HKG,PQC,2h34m,08:40,09:48,11:25,Landed 19:22,red,2026-04-25 12:22,154.0,2026-04-25 08:40:00,2026-04-25 09:48:00,2026-04-25 11:25:00,2026-04-25 12:22:00,8,68.0,2026-04-25 07:40:00,2026-04-25 08:24:00,51.0,60.0,16.0,84.0,1,0,34,7,194.0
25/04,VJ986,PQC,HKG,2h38m,04:55,05:46,07:40,Landed 16:24,yellow,2026-04-25 08:24,158.0,2026-04-25 04:55:00,2026-04-25 05:46:00,2026-04-25 07:40:00,2026-04-25 08:24:00,4,51.0,2026-04-25 04:10:00,2026-04-25 04:48:00,25.0,45.0,7.0,58.0,1,0,34,6,143.0
24/04,VJ969,PUS,PQC,5h38m,22:45,23:10,04:10,Landed 11:48,yellow,2026-04-25 04:48,338.0,2026-04-24 22:45:00,2026-04-24 23:10:00,2026-04-25 04:10:00,2026-04-25 04:48:00,22,25.0,2026-04-24 21:40:00,2026-04-24 21:24:00,39.0,65.0,81.0,106.0,1,0,34,5,118.0
24/04,VJ968,PQC,PUS,4h35m,16:10,16:49,21:40,Landed 06:24,green,2026-04-24 21:24,275.0,2026-04-24 16:10:00,2026-04-24 16:49:00,2026-04-24 21:40:00,2026-04-24 21:24:00,16,39.0,2026-04-24 15:10:00,2026-04-24 15:34:00,41.0,60.0,36.0,75.0,1,0,34,4,79.0
24/04,VJ457,HAN,PQC,1h48m,13:05,13:46,15:10,Landed 22:34,yellow,2026-04-24 15:34,108.0,2026-04-24 13:05:00,2026-04-24 13:46:00,2026-04-24 15:10:00,2026-04-24 15:34:00,13,41.0,2026-04-24 11:30:00,2026-04-24 12:04:00,21.0,95.0,61.0,102.0,1,0,34,3,38.0
24/04,VJ931,KIX,HAN,5h13m,06:30,06:51,11:30,Landed 19:04,yellow,2026-04-24 12:04,313.0,2026-04-24 06:30:00,2026-04-24 06:51:00,2026-04-24 11:30:00,2026-04-24 12:04:00,6,21.0,2026-04-24 05:30:00,2026-04-24 05:06:00,17.0,60.0,84.0,105.0,1,0,34,2,17.0
24/04,VJ930,HAN,KIX,3h54m,00:55,01:12,05:30,Landed 14:06,green,2026-04-24 05:06,234.0,2026-04-24 00:55:00,2026-04-24 01:12:00,2026-04-24 05:30:00,2026-04-24 05:06:00,0,17.0,2026-04-23 14:50:00,2026-04-23 15:08:00,30.0,605.0,587.0,604.0,1,1,34,1,0.0
23/04,VJ466,VCA,HAN,1h58m,12:40,13:10,14:50,Landed 22:08,yellow,2026-04-23 15:08,118.0,2026-04-23 12:40:00,2026-04-23 13:10:00,2026-04-23 14:50:00,2026-04-23 15:08:00,12,30.0,2026-04-23 12:10:00,2026-04-23 12:13:00,19.0,30.0,27.0,57.0,1,0,33,6,82.0
23/04,VJ465,HAN,VCA,1h54m,10:00,10:19,12:10,Landed 19:13,green,2026-04-23 12:13,114.0,2026-04-23 10:00:00,2026-04-23 10:19:00,2026-04-23 12:10:00,2026-04-23 12:13:00,10,19.0,2026-04-23 08:25:00,2026-04-23 08:52:00,35.0,95.0,68.0,87.0,1,0,33,5,63.0
23/04,VJ508,DAD,HAN,1h12m,07:05,07:40,08:25,Landed 15:52,yellow,2026-04-23 08:52,72.0,2026-04-23 07:05:00,2026-04-23 07:40:00,2026-04-23 08:25:00,2026-04-23 08:52:00,7,35.0,2026-04-23 06:30:00,2026-04-23 06:37:00,18.0,35.0,28.0,63.0,1,0,33,4,28.0
23/04,VJ515,HAN,DAD,1h9m,05:10,05:28,06:30,Landed 13:37,green,2026-04-23 06:37,69.0,2026-04-23 05:10:00,2026-04-23 05:28:00,2026-04-23 06:30:00,2026-04-23 06:37:00,5,18.0,2026-04-23 03:40:00,2026-04-23 03:39:00,2.0,90.0,91.0,109.0,1,0,33,3,10.0
