DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ7317,ENH,HAN,2h13m,09:55,09:55,12:08,Landed 19:08,red,2026-05-02 12:08,133.0,2026-05-02 09:55:00,2026-05-02 09:55:00,2026-05-02 12:08:00,2026-05-02 12:08:00,9,0.0,2026-05-02 08:42:00,2026-05-02 16:42:00,0.0,73.0,-407.0,-407.0,1,0,61,3,19.0
02/05,VJ7316,HAN,ENH,9h42m,07:00,07:00,08:42,Landed 16:42,red,2026-05-02 16:42,582.0,2026-05-02 07:00:00,2026-05-02 07:00:00,2026-05-02 08:42:00,2026-05-02 16:42:00,7,0.0,2026-05-02 05:40:00,2026-05-02 05:35:00,19.0,80.0,85.0,85.0,1,0,61,2,19.0
02/05,VJ198,SGN,HAN,1h46m,03:30,03:49,05:40,Landed 12:35,green,2026-05-02 05:35,106.0,2026-05-02 03:30:00,2026-05-02 03:49:00,2026-05-02 05:40:00,2026-05-02 05:35:00,3,19.0,2026-05-01 17:15:00,2026-05-01 17:04:00,3.0,615.0,626.0,645.0,1,1,61,1,0.0
01/05,VJ7238,HAN,PVG,2h46m,14:15,14:18,17:15,Landed 01:04,green,2026-05-01 17:04,166.0,2026-05-01 14:15:00,2026-05-01 14:18:00,2026-05-01 17:15:00,2026-05-01 17:04:00,14,3.0,2026-05-01 12:45:00,2026-05-01 13:04:00,21.0,90.0,71.0,74.0,1,0,60,5,61.0
01/05,VJ1516,DAD,HAN,1h18m,11:25,11:46,12:45,Landed 20:04,yellow,2026-05-01 13:04,78.0,2026-05-01 11:25:00,2026-05-01 11:46:00,2026-05-01 12:45:00,2026-05-01 13:04:00,11,21.0,2026-05-01 10:55:00,2026-05-01 11:01:00,15.0,30.0,24.0,45.0,1,0,60,4,40.0
01/05,VJ1513,HAN,DAD,1h11m,09:35,09:50,10:55,Landed 18:01,green,2026-05-01 11:01,71.0,2026-05-01 09:35:00,2026-05-01 09:50:00,2026-05-01 10:55:00,2026-05-01 11:01:00,9,15.0,2026-05-01 08:55:00,2026-05-01 08:58:00,16.0,40.0,37.0,52.0,1,0,60,3,25.0
01/05,VJ772,CXR,HAN,1h37m,07:05,07:21,08:55,Landed 15:58,green,2026-05-01 08:58,97.0,2026-05-01 07:05:00,2026-05-01 07:21:00,2026-05-01 08:55:00,2026-05-01 08:58:00,7,16.0,2026-05-01 06:35:00,2026-05-01 06:30:00,9.0,30.0,35.0,51.0,1,0,60,2,9.0
01/05,VJ775,HAN,CXR,1h36m,04:45,04:54,06:35,Landed 13:30,green,2026-05-01 06:30,96.0,2026-05-01 04:45:00,2026-05-01 04:54:00,2026-05-01 06:35:00,2026-05-01 06:30:00,4,9.0,2026-04-30 15:40:00,2026-04-30 16:36:00,79.0,785.0,729.0,738.0,1,1,60,1,0.0
30/04,VJ160,SGN,HAN,1h47m,13:30,14:49,15:40,Landed 23:36,red,2026-04-30 16:36,107.0,2026-04-30 13:30:00,2026-04-30 14:49:00,2026-04-30 15:40:00,2026-04-30 16:36:00,13,79.0,2026-04-30 13:00:00,2026-04-30 13:54:00,72.0,30.0,-24.0,55.0,1,0,59,10,506.0
30/04,VJ328,PQC,SGN,0h47m,11:55,13:07,13:00,Landed 20:54,red,2026-04-30 13:54,47.0,2026-04-30 11:55:00,2026-04-30 13:07:00,2026-04-30 13:00:00,2026-04-30 13:54:00,11,72.0,2026-04-30 11:20:00,2026-04-30 12:17:00,77.0,35.0,-22.0,50.0,1,0,59,9,434.0
30/04,VJ331,SGN,PQC,0h40m,10:20,11:37,11:20,Landed 19:17,red,2026-04-30 12:17,40.0,2026-04-30 10:20:00,2026-04-30 11:37:00,2026-04-30 11:20:00,2026-04-30 12:17:00,10,77.0,2026-04-30 09:50:00,2026-04-30 10:32:00,61.0,30.0,-12.0,65.0,1,0,59,8,357.0
30/04,VJ145,HAN,SGN,1h51m,07:40,08:41,09:50,Landed 17:32,yellow,2026-04-30 10:32,111.0,2026-04-30 07:40:00,2026-04-30 08:41:00,2026-04-30 09:50:00,2026-04-30 10:32:00,7,61.0,2026-04-30 07:00:00,2026-04-30 07:37:00,25.0,40.0,3.0,64.0,1,0,59,7,296.0
