DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN7561,HAN,CXR,1h37m,12:35,13:03,14:35,Landed 21:40,green,2026-05-02 14:40,97.0,2026-05-02 12:35:00,2026-05-02 13:03:00,2026-05-02 14:35:00,2026-05-02 14:40:00,12,28.0,2026-05-02 11:55:00,2026-05-02 11:38:00,6.0,40.0,57.0,85.0,1,0,60,6,54.0
02/05,VN7560,CXR,HAN,1h37m,09:55,10:01,11:55,Landed 18:38,green,2026-05-02 11:38,97.0,2026-05-02 09:55:00,2026-05-02 10:01:00,2026-05-02 11:55:00,2026-05-02 11:38:00,9,6.0,2026-05-02 09:04:00,2026-05-02 09:04:00,0.0,51.0,51.0,57.0,1,0,60,5,48.0
02/05,VN7358,SGN,CXR,0h47m,08:17,08:17,09:04,Landed 16:04,red,2026-05-02 09:04,47.0,2026-05-02 08:17:00,2026-05-02 08:17:00,2026-05-02 09:04:00,2026-05-02 09:04:00,8,0.0,2026-05-02 07:35:00,2026-05-02 07:31:00,25.0,42.0,46.0,46.0,1,0,60,4,48.0
02/05,VN1371,HUI,SGN,1h6m,06:00,06:25,07:35,Landed 14:31,green,2026-05-02 07:31,66.0,2026-05-02 06:00:00,2026-05-02 06:25:00,2026-05-02 07:35:00,2026-05-02 07:31:00,6,25.0,2026-05-02 05:25:00,2026-05-02 05:34:00,23.0,35.0,26.0,51.0,1,0,60,3,23.0
02/05,VN1370,SGN,HUI,1h6m,04:05,04:28,05:25,Estimated 12:34,,2026-05-02 05:34,66.0,2026-05-02 04:05:00,2026-05-02 04:28:00,2026-05-02 05:25:00,2026-05-02 05:34:00,4,23.0,2026-05-02 03:20:00,2026-05-01 03:15:00,0.0,45.0,1490.0,1513.0,1,0,60,2,0.0
01/05,VN571,TPE,SGN,3h1m,23:45,00:14,03:20,Landed 10:15,green,2026-05-01 03:15,181.0,2026-05-01 23:45:00,2026-05-01 00:14:00,2026-05-02 03:20:00,2026-05-01 03:15:00,23,0.0,2026-05-01 13:05:00,2026-05-01 13:05:00,22.0,640.0,640.0,-771.0,1,1,60,1,0.0
01/05,VN570,SGN,TPE,3h13m,09:30,09:52,13:05,Landed 21:05,green,2026-05-01 13:05,193.0,2026-05-01 09:30:00,2026-05-01 09:52:00,2026-05-01 13:05:00,2026-05-01 13:05:00,9,22.0,2026-05-01 08:00:00,2026-05-01 07:53:00,11.0,90.0,97.0,119.0,1,0,59,3,25.0
01/05,VN583,KHH,SGN,2h42m,05:00,05:11,08:00,Landed 14:53,green,2026-05-01 07:53,162.0,2026-05-01 05:00:00,2026-05-01 05:11:00,2026-05-01 08:00:00,2026-05-01 07:53:00,5,11.0,2026-05-01 03:45:00,2026-05-01 03:52:00,14.0,75.0,68.0,79.0,1,0,59,2,14.0
01/05,VN582,SGN,KHH,2h53m,00:45,00:59,03:45,Landed 11:52,green,2026-05-01 03:52,173.0,2026-05-01 00:45:00,2026-05-01 00:59:00,2026-05-01 03:45:00,2026-05-01 03:52:00,0,14.0,2026-04-30 15:15:00,2026-04-30 15:44:00,71.0,570.0,541.0,555.0,1,1,59,1,0.0
30/04,VN656,SIN,SGN,1h33m,13:00,14:11,15:15,Landed 22:44,yellow,2026-04-30 15:44,93.0,2026-04-30 13:00:00,2026-04-30 14:11:00,2026-04-30 15:15:00,2026-04-30 15:44:00,13,71.0,2026-04-30 12:00:00,2026-04-30 12:46:00,69.0,60.0,14.0,85.0,1,0,58,6,93.0
30/04,VN657,SGN,SIN,1h37m,10:00,11:09,12:00,Landed 20:46,red,2026-04-30 12:46,97.0,2026-04-30 10:00:00,2026-04-30 11:09:00,2026-04-30 12:00:00,2026-04-30 12:46:00,10,69.0,2026-04-30 09:50:00,2026-04-30 09:25:00,0.0,10.0,35.0,104.0,1,0,58,5,24.0
30/04,VN1395,UIH,SGN,0h56m,08:35,08:29,09:50,Landed 16:25,green,2026-04-30 09:25,56.0,2026-04-30 08:35:00,2026-04-30 08:29:00,2026-04-30 09:50:00,2026-04-30 09:25:00,8,0.0,2026-04-30 08:00:00,2026-04-30 07:41:00,6.0,35.0,54.0,48.0,1,0,58,4,24.0
30/04,VN1394,SGN,UIH,0h45m,06:50,06:56,08:00,Landed 14:41,green,2026-04-30 07:41,45.0,2026-04-30 06:50:00,2026-04-30 06:56:00,2026-04-30 08:00:00,2026-04-30 07:41:00,6,6.0,2026-04-30 06:05:00,2026-04-30 05:44:00,9.0,45.0,66.0,72.0,1,0,58,3,18.0
30/04,VN600,BKK,SGN,1h15m,04:20,04:29,06:05,Landed 12:44,green,2026-04-30 05:44,75.0,2026-04-30 04:20:00,2026-04-30 04:29:00,2026-04-30 06:05:00,2026-04-30 05:44:00,4,9.0,2026-04-30 03:20:00,2026-04-30 03:00:00,9.0,60.0,80.0,89.0,1,0,58,2,9.0
30/04,VN601,SGN,BKK,1h11m,01:40,01:49,03:20,Landed 10:00,green,2026-04-30 03:00,71.0,2026-04-30 01:40:00,2026-04-30 01:49:00,2026-04-30 03:20:00,2026-04-30 03:00:00,1,9.0,2026-04-29 18:35:00,2026-04-29 18:05:00,0.0,425.0,455.0,464.0,1,1,58,1,0.0
29/04,VN1281,VII,SGN,1h28m,16:45,16:37,18:35,Landed 01:05,green,2026-04-29 18:05,88.0,2026-04-29 16:45:00,2026-04-29 16:37:00,2026-04-29 18:35:00,2026-04-29 18:05:00,16,0.0,2026-04-29 16:10:00,2026-04-29 15:55:00,8.0,35.0,50.0,42.0,1,0,57,9,42.0
29/04,VN1280,SGN,VII,1h27m,14:20,14:28,16:10,Landed 22:55,green,2026-04-29 15:55,87.0,2026-04-29 14:20:00,2026-04-29 14:28:00,2026-04-29 16:10:00,2026-04-29 15:55:00,14,8.0,2026-04-29 13:25:00,2026-04-29 12:43:00,0.0,55.0,97.0,105.0,1,0,57,8,34.0
29/04,VN812,SAI,SGN,0h46m,12:10,11:57,13:25,Landed 19:43,green,2026-04-29 12:43,46.0,2026-04-29 12:10:00,2026-04-29 11:57:00,2026-04-29 13:25:00,2026-04-29 12:43:00,12,0.0,2026-04-29 11:20:00,2026-04-29 10:57:00,2.0,50.0,73.0,60.0,1,0,57,7,34.0
29/04,VN813,SGN,SAI,0h40m,10:15,10:17,11:20,Landed 17:57,green,2026-04-29 10:57,40.0,2026-04-29 10:15:00,2026-04-29 10:17:00,2026-04-29 11:20:00,2026-04-29 10:57:00,10,2.0,2026-04-29 09:05:00,2026-04-29 08:46:00,8.0,70.0,89.0,91.0,1,0,57,6,32.0
29/04,VN7113,DAD,SGN,1h8m,07:30,07:38,09:05,Landed 15:46,green,2026-04-29 08:46,68.0,2026-04-29 07:30:00,2026-04-29 07:38:00,2026-04-29 09:05:00,2026-04-29 08:46:00,7,8.0,2026-04-29 06:55:00,2026-04-29 06:45:00,13.0,35.0,45.0,53.0,1,0,57,5,24.0
29/04,VN7110,SGN,DAD,0h57m,05:35,05:48,06:55,Landed 13:45,green,2026-04-29 06:45,57.0,2026-04-29 05:35:00,2026-04-29 05:48:00,2026-04-29 06:55:00,2026-04-29 06:45:00,5,13.0,2026-04-29 04:30:00,2026-04-29 03:15:00,,65.0,140.0,153.0,1,0,57,4,11.0
29/04,VN113,DAD,SGN,,02:55,,04:30,Estimated dep 10:15*,yellow,2026-04-29 03:15,,2026-04-29 02:55:00,,2026-04-29 04:30:00,2026-04-29 03:15:00,2,,2026-04-29 02:20:00,2026-04-29 02:13:00,9.0,35.0,42.0,,1,0,57,3,11.0
29/04,VN112,SGN,DAD,1h4m,01:00,01:09,02:20,Landed 09:13,green,2026-04-29 02:13,64.0,2026-04-29 01:00:00,2026-04-29 01:09:00,2026-04-29 02:20:00,2026-04-29 02:13:00,1,9.0,2026-04-29 00:10:00,2026-04-28 23:48:00,2.0,50.0,72.0,81.0,1,0,57,2,2.0
28/04,VN205,HAN,SGN,1h46m,22:00,22:02,00:10,Landed 06:48,green,2026-04-28 23:48,106.0,2026-04-28 22:00:00,2026-04-28 22:02:00,2026-04-29 00:10:00,2026-04-28 23:48:00,22,2.0,2026-04-28 15:35:00,2026-04-28 15:26:00,6.0,385.0,394.0,396.0,1,1,57,1,0.0
28/04,VN7058,DAD,HAN,1h10m,14:10,14:16,15:35,Landed 22:26,green,2026-04-28 15:26,70.0,2026-04-28 14:10:00,2026-04-28 14:16:00,2026-04-28 15:35:00,2026-04-28 15:26:00,14,6.0,2026-04-28 12:45:00,2026-04-28 12:24:00,7.0,85.0,106.0,112.0,1,0,56,4,39.0
28/04,VN626,BKK,DAD,1h12m,11:05,11:12,12:45,Landed 19:24,green,2026-04-28 12:24,72.0,2026-04-28 11:05:00,2026-04-28 11:12:00,2026-04-28 12:45:00,2026-04-28 12:24:00,11,7.0,2026-04-28 10:05:00,2026-04-28 09:52:00,8.0,60.0,73.0,80.0,1,0,56,3,32.0
28/04,VN627,DAD,BKK,1h29m,08:15,08:23,10:05,Landed 16:52,green,2026-04-28 09:52,89.0,2026-04-28 08:15:00,2026-04-28 08:23:00,2026-04-28 10:05:00,2026-04-28 09:52:00,8,8.0,2026-04-28 06:50:00,2026-04-28 06:53:00,24.0,85.0,82.0,90.0,1,0,56,2,24.0
28/04,VN431,ICN,DAD,4h24m,02:05,02:29,06:50,Landed 13:53,green,2026-04-28 06:53,264.0,2026-04-28 02:05:00,2026-04-28 02:29:00,2026-04-28 06:50:00,2026-04-28 06:53:00,2,24.0,2026-04-27 21:00:00,2026-04-27 20:44:00,9.0,305.0,321.0,345.0,1,1,56,1,0.0
