DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ904,BKK,HAN,1h30m,11:45,12:12,13:25,Landed 20:42,yellow,2026-05-02 13:42,90,2026-05-02 11:45:00,2026-05-02 12:12:00,2026-05-02 13:25:00,2026-05-02 13:42:00,11,27.0,2026-05-02 10:45:00,2026-05-02 10:37:00,11.0,60.0,68.0,95.0,1,0,44,12,75.0
02/05,VJ903,HAN,BKK,1h41m,08:45,08:56,10:45,Landed 17:37,green,2026-05-02 10:37,101,2026-05-02 08:45:00,2026-05-02 08:56:00,2026-05-02 10:45:00,2026-05-02 10:37:00,8,11.0,2026-05-02 05:45:00,2026-05-02 05:45:00,0.0,180.0,180.0,191.0,1,0,44,11,64.0
02/05,VJ7853,KMQ,HAN,5h4m,00:41,00:41,05:45,Landed 12:45,red,2026-05-02 05:45,304,2026-05-02 00:41:00,2026-05-02 00:41:00,2026-05-02 05:45:00,2026-05-02 05:45:00,0,0.0,2026-05-01 23:24:00,2026-05-02 08:24:00,0.0,77.0,-463.0,-463.0,1,0,44,10,64.0
01/05,VJ3884,SGN,KMQ,14h32m,17:52,17:52,23:24,Landed 08:24,red,2026-05-02 08:24,872,2026-05-01 17:52:00,2026-05-01 17:52:00,2026-05-01 23:24:00,2026-05-02 08:24:00,17,0.0,2026-05-01 15:30:00,2026-05-01 15:20:00,7.0,142.0,152.0,152.0,1,0,44,9,64.0
01/05,VJ645,DAD,SGN,1h3m,14:10,14:17,15:30,Landed 22:20,green,2026-05-01 15:20,63,2026-05-01 14:10:00,2026-05-01 14:17:00,2026-05-01 15:30:00,2026-05-01 15:20:00,14,7.0,2026-05-01 13:40:00,2026-05-01 13:26:00,5.0,30.0,44.0,51.0,1,0,44,8,57.0
01/05,VJ644,SGN,DAD,1h1m,12:20,12:25,13:40,Landed 20:26,green,2026-05-01 13:26,61,2026-05-01 12:20:00,2026-05-01 12:25:00,2026-05-01 13:40:00,2026-05-01 13:26:00,12,5.0,2026-05-01 11:30:00,2026-05-01 11:15:00,10.0,50.0,65.0,70.0,1,0,44,7,52.0
01/05,VJ639,DAD,SGN,1h0m,10:05,10:15,11:30,Landed 18:15,green,2026-05-01 11:15,60,2026-05-01 10:05:00,2026-05-01 10:15:00,2026-05-01 11:30:00,2026-05-01 11:15:00,10,10.0,2026-05-01 09:30:00,2026-05-01 09:24:00,14.0,35.0,41.0,51.0,1,0,44,6,42.0
01/05,VJ640,SGN,DAD,1h0m,08:10,08:24,09:30,Landed 16:24,green,2026-05-01 09:24,60,2026-05-01 08:10:00,2026-05-01 08:24:00,2026-05-01 09:30:00,2026-05-01 09:24:00,8,14.0,2026-05-01 05:30:00,2026-05-01 05:11:00,0.0,160.0,179.0,193.0,1,0,44,5,28.0
01/05,VJ373,VCL,SGN,1h2m,04:10,04:09,05:30,Landed 12:11,green,2026-05-01 05:11,62,2026-05-01 04:10:00,2026-05-01 04:09:00,2026-05-01 05:30:00,2026-05-01 05:11:00,4,0.0,2026-05-01 03:40:00,2026-05-01 03:30:00,12.0,30.0,40.0,39.0,1,0,44,4,28.0
01/05,VJ372,SGN,VCL,0h58m,02:20,02:32,03:40,Landed 10:30,green,2026-05-01 03:30,58,2026-05-01 02:20:00,2026-05-01 02:32:00,2026-05-01 03:40:00,2026-05-01 03:30:00,2,12.0,2026-05-01 01:20:00,2026-05-01 01:09:00,4.0,60.0,71.0,83.0,1,0,44,3,16.0
01/05,VJ1381,UIH,SGN,0h50m,00:15,00:19,01:20,Landed 08:09,green,2026-05-01 01:09,50,2026-05-01 00:15:00,2026-05-01 00:19:00,2026-05-01 01:20:00,2026-05-01 01:09:00,0,4.0,2026-04-30 23:45:00,2026-04-30 23:36:00,12.0,30.0,39.0,43.0,1,0,44,2,12.0
30/04,VJ1380,SGN,UIH,0h49m,22:35,22:47,23:45,Landed 06:36,green,2026-04-30 23:36,49,2026-04-30 22:35:00,2026-04-30 22:47:00,2026-04-30 23:45:00,2026-04-30 23:36:00,22,12.0,2026-04-30 12:00:00,2026-04-30 12:12:00,29.0,635.0,623.0,635.0,1,1,44,1,0.0
30/04,VJ151,HAN,SGN,1h53m,09:50,10:19,12:00,Landed 19:12,green,2026-04-30 12:12,113,2026-04-30 09:50:00,2026-04-30 10:19:00,2026-04-30 12:00:00,2026-04-30 12:12:00,9,29.0,2026-04-30 09:20:00,2026-04-30 09:19:00,27.0,30.0,31.0,60.0,1,0,43,14,414.0
30/04,VJ140,SGN,HAN,1h42m,07:10,07:37,09:20,Landed 16:19,green,2026-04-30 09:19,102,2026-04-30 07:10:00,2026-04-30 07:37:00,2026-04-30 09:20:00,2026-04-30 09:19:00,7,27.0,2026-04-30 06:00:00,2026-04-30 06:28:00,33.0,70.0,42.0,69.0,1,0,43,13,387.0
30/04,VJ802,BKK,SGN,1h25m,04:30,05:03,06:00,Landed 13:28,yellow,2026-04-30 06:28,85,2026-04-30 04:30:00,2026-04-30 05:03:00,2026-04-30 06:00:00,2026-04-30 06:28:00,4,33.0,2026-04-30 03:05:00,2026-04-30 02:57:00,11.0,85.0,93.0,126.0,1,0,43,12,354.0
30/04,VJ801,SGN,BKK,1h11m,01:35,01:46,03:05,Landed 09:57,green,2026-04-30 02:57,71,2026-04-30 01:35:00,2026-04-30 01:46:00,2026-04-30 03:05:00,2026-04-30 02:57:00,1,11.0,2026-04-29 22:00:00,2026-04-29 23:20:00,96.0,215.0,135.0,146.0,1,0,43,11,343.0
