DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ884,BOM,SGN,,19:10,,00:40,Scheduled,,,,2026-05-02 19:10:00,,2026-05-03 00:40:00,,19,,2026-05-02 18:10:00,2026-05-02 18:33:00,24.0,60.0,37.0,,1,0,28,6,96.0
02/05,VJ883,SGN,BOM,5h4m,13:05,13:29,18:10,Delayed 00:03,yellow,2026-05-02 18:33,304.0,2026-05-02 13:05:00,2026-05-02 13:29:00,2026-05-02 18:10:00,2026-05-02 18:33:00,13,24.0,2026-05-02 09:55:00,2026-05-02 09:53:00,6.0,190.0,192.0,216.0,1,0,28,5,72.0
02/05,VJ894,DPS,SGN,3h42m,06:05,06:11,09:55,Landed 16:53,green,2026-05-02 09:53,222.0,2026-05-02 06:05:00,2026-05-02 06:11:00,2026-05-02 09:55:00,2026-05-02 09:53:00,6,6.0,2026-05-02 05:05:00,2026-05-02 04:57:00,22.0,60.0,68.0,74.0,1,0,28,4,66.0
02/05,VJ893,SGN,DPS,3h20m,01:15,01:37,05:05,Landed 12:57,green,2026-05-02 04:57,200.0,2026-05-02 01:15:00,2026-05-02 01:37:00,2026-05-02 05:05:00,2026-05-02 04:57:00,1,22.0,2026-05-01 23:10:00,2026-05-01 22:50:00,6.0,125.0,145.0,167.0,1,0,28,3,44.0
01/05,VJ821,HND,SGN,5h44m,17:00,17:06,23:10,Landed 05:50,green,2026-05-01 22:50,344.0,2026-05-01 17:00:00,2026-05-01 17:06:00,2026-05-01 23:10:00,2026-05-01 22:50:00,17,6.0,2026-05-01 16:00:00,2026-05-01 15:33:00,38.0,60.0,87.0,93.0,1,0,28,2,38.0
01/05,VJ820,SGN,HND,5h25m,09:30,10:08,16:00,Landed 00:33,green,2026-05-01 15:33,325.0,2026-05-01 09:30:00,2026-05-01 10:08:00,2026-05-01 16:00:00,2026-05-01 15:33:00,9,38.0,2026-04-30 23:10:00,2026-04-30 23:19:00,18.0,620.0,611.0,649.0,1,1,28,1,0.0
30/04,VJ821,HND,SGN,6h1m,17:00,17:18,23:10,Landed 06:19,green,2026-04-30 23:19,361.0,2026-04-30 17:00:00,2026-04-30 17:18:00,2026-04-30 23:10:00,2026-04-30 23:19:00,17,18.0,2026-04-30 16:00:00,2026-04-30 15:06:00,27.0,60.0,114.0,132.0,1,0,27,5,90.0
30/04,VJ820,SGN,HND,5h9m,09:30,09:57,16:00,Landed 00:06,green,2026-04-30 15:06,309.0,2026-04-30 09:30:00,2026-04-30 09:57:00,2026-04-30 16:00:00,2026-04-30 15:06:00,9,27.0,2026-04-30 07:20:00,2026-04-30 07:16:00,7.0,130.0,134.0,161.0,1,0,27,4,63.0
30/04,VJ826,KUL,SGN,1h34m,05:35,05:42,07:20,Landed 14:16,green,2026-04-30 07:16,94.0,2026-04-30 05:35:00,2026-04-30 05:42:00,2026-04-30 07:20:00,2026-04-30 07:16:00,5,7.0,2026-04-30 04:35:00,2026-04-30 04:36:00,30.0,60.0,59.0,66.0,1,0,27,3,56.0
30/04,VJ825,SGN,KUL,1h36m,02:30,03:00,04:35,Landed 12:36,green,2026-04-30 04:36,96.0,2026-04-30 02:30:00,2026-04-30 03:00:00,2026-04-30 04:35:00,2026-04-30 04:36:00,2,30.0,2026-04-30 01:30:00,2026-04-30 01:43:00,26.0,60.0,47.0,77.0,1,0,27,2,26.0
