DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN34,MUC,HAN,9h47m,11:35,12:02,22:20,Estimated 04:49,green,2026-05-02 21:49,587,2026-05-02 11:35:00,2026-05-02 12:02:00,2026-05-02 22:20:00,2026-05-02 21:49:00,11,27.0,2026-05-02 04:20:00,2026-05-02 05:17:00,15.0,435.0,378.0,405.0,1,1,38,1,0.0
01/05,VN35,HAN,MUC,12h22m,16:40,16:55,04:20,Landed 06:17,green,2026-05-02 05:17,742,2026-05-01 16:40:00,2026-05-01 16:55:00,2026-05-02 04:20:00,2026-05-02 05:17:00,16,15.0,2026-05-01 13:05:00,2026-05-01 13:10:00,17.0,215.0,210.0,225.0,1,0,37,4,32.0
01/05,VN385,HND,HAN,5h18m,07:35,07:52,13:05,Landed 20:10,green,2026-05-01 13:10,318,2026-05-01 07:35:00,2026-05-01 07:52:00,2026-05-01 13:05:00,2026-05-01 13:10:00,7,17.0,2026-05-01 06:05:00,2026-05-01 05:40:00,1.0,90.0,115.0,132.0,1,0,37,3,15.0
01/05,VN384,HAN,HND,4h34m,01:05,01:06,06:05,Landed 14:40,green,2026-05-01 05:40,274,2026-05-01 01:05:00,2026-05-01 01:06:00,2026-05-01 06:05:00,2026-05-01 05:40:00,1,1.0,2026-04-30 23:05:00,2026-04-30 22:16:00,14.0,120.0,169.0,170.0,1,0,37,2,14.0
30/04,VN36,FRA,HAN,10h7m,11:55,12:09,23:05,Landed 05:16,green,2026-04-30 22:16,607,2026-04-30 11:55:00,2026-04-30 12:09:00,2026-04-30 23:05:00,2026-04-30 22:16:00,11,14.0,2026-04-30 04:00:00,2026-04-30 05:11:00,27.0,475.0,404.0,418.0,1,1,37,1,0.0
29/04,VN37,HAN,FRA,12h44m,16:00,16:27,04:00,Landed 06:11,green,2026-04-30 05:11,764,2026-04-29 16:00:00,2026-04-29 16:27:00,2026-04-30 04:00:00,2026-04-30 05:11:00,16,27.0,2026-04-29 13:05:00,2026-04-29 13:29:00,26.0,175.0,151.0,178.0,1,0,36,4,66.0
29/04,VN385,HND,HAN,5h28m,07:35,08:01,13:05,Landed 20:29,yellow,2026-04-29 13:29,328,2026-04-29 07:35:00,2026-04-29 08:01:00,2026-04-29 13:05:00,2026-04-29 13:29:00,7,26.0,2026-04-29 06:05:00,2026-04-29 05:28:00,6.0,90.0,127.0,153.0,1,0,36,3,40.0
29/04,VN384,HAN,HND,4h17m,01:05,01:11,06:05,Landed 14:28,green,2026-04-29 05:28,257,2026-04-29 01:05:00,2026-04-29 01:11:00,2026-04-29 06:05:00,2026-04-29 05:28:00,1,6.0,2026-04-28 23:05:00,2026-04-28 22:38:00,34.0,120.0,147.0,153.0,1,0,36,2,34.0
28/04,VN36,FRA,HAN,10h9m,11:55,12:29,23:05,Landed 05:38,green,2026-04-28 22:38,609,2026-04-28 11:55:00,2026-04-28 12:29:00,2026-04-28 23:05:00,2026-04-28 22:38:00,11,34.0,2026-04-28 04:00:00,2026-04-28 05:08:00,10.0,475.0,407.0,441.0,1,1,36,1,0.0
27/04,VN37,HAN,FRA,12h58m,16:00,16:10,04:00,Landed 06:08,green,2026-04-28 05:08,778,2026-04-27 16:00:00,2026-04-27 16:10:00,2026-04-28 04:00:00,2026-04-28 05:08:00,16,10.0,2026-04-27 06:45:00,2026-04-27 06:15:00,21.0,555.0,585.0,595.0,1,1,35,1,0.0
26/04,VN56,LHR,HAN,11h4m,18:50,19:11,06:45,Landed 13:15,green,2026-04-27 06:15,664,2026-04-26 18:50:00,2026-04-26 19:11:00,2026-04-27 06:45:00,2026-04-27 06:15:00,18,21.0,2026-04-26 16:50:00,2026-04-26 17:25:00,114.0,120.0,85.0,106.0,1,0,34,4,164.0
26/04,VN55,HAN,LHR,12h36m,02:55,04:49,16:50,Landed 17:25,green,2026-04-26 17:25,756,2026-04-26 02:55:00,2026-04-26 04:49:00,2026-04-26 16:50:00,2026-04-26 17:25:00,2,114.0,2026-04-26 02:10:00,2026-04-26 02:06:00,20.0,45.0,49.0,163.0,1,0,34,3,50.0
